net,length_um
_02467_,5.28
_04088_,5.28
_04448_,5.28
_04952_,5.28
_05159_,5.28
_05165_,5.28
_05917_,5.28
_06084_,5.28
_06771_,5.28
_09336_,5.28
_11412_,5.28
_11589_,5.28
_12619_,5.28
_13457_,5.28
_13498_,5.28
_15443_,5.28
_16235_,5.28
_17091_,5.28
_17904_,5.28
_17956_,5.28
_18865_,5.28
_19305_,5.28
_19675_,5.28
core.data_in_reg\[358\],5.28
core.data_out\[106\],5.28
core.data_out\[134\],5.28
core.data_out\[182\],5.28
core.data_out\[189\],5.28
core.data_out\[26\],5.28
core.data_out\[380\],5.28
core.data_out\[395\],5.28
core.data_out\[462\],5.28
core.data_out\[473\],5.28
core.data_out\[499\],5.28
_00234_,5.265
_00499_,5.265
_00554_,5.265
_00870_,5.265
_00891_,5.265
_01085_,5.265
_01883_,5.265
_02454_,5.265
_03332_,5.265
net1492,5.265
_00277_,5.26
_01365_,5.26
_01453_,5.26
_02515_,5.26
_03146_,5.26
_03260_,5.26
_03448_,5.26
_03598_,5.26
_04406_,5.26
_04479_,5.26
_04497_,5.26
_04547_,5.26
_04661_,5.26
_04812_,5.26
_04852_,5.26
_05121_,5.26
_05330_,5.26
_05375_,5.26
_05449_,5.26
_05481_,5.26
_05609_,5.26
_05743_,5.26
_06650_,5.26
_06859_,5.26
_07067_,5.26
_07101_,5.26
_07280_,5.26
_08167_,5.26
_08187_,5.26
_08453_,5.26
_08577_,5.26
_09159_,5.26
_09269_,5.26
_09516_,5.26
_09729_,5.26
_10260_,5.26
_10427_,5.26
_10456_,5.26
_10908_,5.26
_11108_,5.26
_11800_,5.26
_11949_,5.26
_12056_,5.26
_12113_,5.26
_12506_,5.26
_12548_,5.26
_12931_,5.26
_13364_,5.26
_13455_,5.26
_13547_,5.26
_13638_,5.26
_13847_,5.26
_13989_,5.26
_14045_,5.26
_14628_,5.26
_14913_,5.26
_14934_,5.26
_15165_,5.26
_15414_,5.26
_15953_,5.26
_15966_,5.26
_16533_,5.26
_16690_,5.26
_16966_,5.26
_17110_,5.26
_17188_,5.26
_17499_,5.26
_17687_,5.26
_17847_,5.26
_18169_,5.26
_19265_,5.26
_19286_,5.26
_19353_,5.26
_19648_,5.26
_19805_,5.26
core.data_in_reg\[468\],5.26
core.data_out\[225\],5.26
core.data_out\[318\],5.26
net827,5.26
net1112,5.26
net1692,5.26
net1801,5.26
net1944,5.26
net2146,5.26
net2466,5.26
net2595,5.26
net2860,5.26
net2866,5.26
net3047,5.26
net3222,5.26
net3295,5.26
net3982,5.26
net4013,5.26
net4258,5.26
net4315,5.26
net4451,5.26
net4657,5.26
net4761,5.26
_01025_,5.245
_01174_,5.245
_01686_,5.245
_01736_,5.245
_01756_,5.245
_01773_,5.245
_01995_,5.245
_02001_,5.245
_02021_,5.245
_03621_,5.245
_01075_,5.24
_01992_,5.24
_10511_,5.24
_15008_,5.24
_18549_,5.24
_19370_,5.24
_16943_,5.235
_01252_,5.22
_01558_,5.22
_02561_,5.22
_02725_,5.22
_03410_,5.22
_03747_,5.22
_03817_,5.22
_03869_,5.22
_03932_,5.22
_04013_,5.22
_04072_,5.22
_04119_,5.22
_04169_,5.22
_04186_,5.22
_04297_,5.22
_04357_,5.22
_04510_,5.22
_04514_,5.22
_04531_,5.22
_04546_,5.22
_04556_,5.22
_04675_,5.22
_04824_,5.22
_04828_,5.22
_04984_,5.22
_04986_,5.22
_04994_,5.22
_04997_,5.22
_05008_,5.22
_05125_,5.22
_05129_,5.22
_05150_,5.22
_05261_,5.22
_05528_,5.22
_05964_,5.22
_05968_,5.22
_06010_,5.22
_06432_,5.22
_06709_,5.22
_06779_,5.22
_06833_,5.22
_06928_,5.22
_07228_,5.22
_07576_,5.22
_08861_,5.22
_09115_,5.22
_09276_,5.22
_09296_,5.22
_09907_,5.22
_10285_,5.22
_11404_,5.22
_11616_,5.22
_11987_,5.22
_13041_,5.22
_13297_,5.22
_13646_,5.22
_14113_,5.22
_14154_,5.22
_14396_,5.22
_14626_,5.22
_14860_,5.22
_15151_,5.22
_15235_,5.22
_15457_,5.22
_15703_,5.22
_16001_,5.22
_16409_,5.22
_16630_,5.22
_16996_,5.22
_17008_,5.22
_17510_,5.22
_17829_,5.22
_17864_,5.22
_19008_,5.22
_19014_,5.22
_19024_,5.22
_19046_,5.22
_19078_,5.22
_19089_,5.22
_19114_,5.22
_19338_,5.22
_19342_,5.22
_19487_,5.22
_19536_,5.22
_19764_,5.22
_19803_,5.22
_19820_,5.22
_19835_,5.22
_19842_,5.22
_19860_,5.22
_19904_,5.22
_19914_,5.22
_19923_,5.22
_19925_,5.22
_19931_,5.22
core.data_out\[139\],5.22
net3537,5.22
net3684,5.22
net4011,5.22
net4445,5.22
_02086_,5.215
read_data[21],5.19
_00342_,5.185
_00455_,5.185
_00594_,5.185
_01217_,5.185
_03298_,5.185
net239,5.185
net472,5.185
net593,5.185
net863,5.185
net1356,5.185
net1998,5.185
net2070,5.185
net2733,5.185
net2753,5.185
_01027_,5.18
_01043_,5.18
_01077_,5.18
_01094_,5.18
_01348_,5.18
_01777_,5.18
_02032_,5.18
_03635_,5.18
_03766_,5.17
_01457_,5.165
_00014_,5.16
_00300_,5.16
_00382_,5.16
_00384_,5.16
_00560_,5.16
_00634_,5.16
_00640_,5.16
_00643_,5.16
_00690_,5.16
_00723_,5.16
_00826_,5.16
_03348_,5.16
_11961_,5.16
_18703_,5.16
net3418,5.16
net3466,5.16
net3561,5.16
net3898,5.16
net4086,5.16
net4234,5.16
net4238,5.16
net4373,5.16
net4592,5.16
_19407_,5.15
_00065_,5.14
_01486_,5.14
_03097_,5.14
_05356_,5.14
_05455_,5.14
_13371_,5.14
_14005_,5.14
_15644_,5.14
_17387_,5.14
_18286_,5.14
_18987_,5.14
core.data_out\[24\],5.14
core.state4_reg\[31\],5.14
net1258,5.14
net3813,5.14
net4267,5.14
net4433,5.14
_06186_,5.12
_12727_,5.12
net3330,5.12
net3562,5.12
net3572,5.12
net3643,5.12
net3777,5.12
net3983,5.12
net4097,5.12
net4389,5.12
net4391,5.12
net4447,5.12
net4672,5.12
_19701_,5.115
_02369_,5.105
_01656_,5.1
_03861_,5.1
_09580_,5.1
_09616_,5.1
_09695_,5.1
_10277_,5.1
_00785_,5.095
_01215_,5.095
_00288_,5.085
_00306_,5.085
_00327_,5.085
_00542_,5.085
_00576_,5.085
_00755_,5.085
_00761_,5.085
_00793_,5.085
_01114_,5.085
_01162_,5.085
_01182_,5.085
_01358_,5.085
_01726_,5.085
_01743_,5.085
_02031_,5.085
net203,5.085
net205,5.085
net285,5.085
net316,5.085
net588,5.085
net613,5.085
net654,5.085
net855,5.085
net911,5.085
net941,5.085
net965,5.085
net967,5.085
net1025,5.085
net1057,5.085
net1164,5.085
net1228,5.085
net1242,5.085
net1336,5.085
net1389,5.085
net1432,5.085
net1468,5.085
net1547,5.085
net1570,5.085
net1595,5.085
net1648,5.085
net1679,5.085
net1823,5.085
net2006,5.085
net2348,5.085
net2616,5.085
net2800,5.085
net2807,5.085
net2938,5.085
net3088,5.085
net3103,5.085
net3277,5.085
net3571,5.085
net4061,5.085
net4817,5.085
_09331_,5.07
_01111_,5.065
net1256,5.065
_01503_,5.06
_01569_,5.06
_01571_,5.06
_01633_,5.06
_01719_,5.06
_01780_,5.06
_01790_,5.06
_01856_,5.06
_01912_,5.06
_01916_,5.06
_01930_,5.06
_02379_,5.06
_02382_,5.06
_02438_,5.06
_02445_,5.06
_02680_,5.06
_02776_,5.06
_02781_,5.06
_02802_,5.06
_02815_,5.06
_02841_,5.06
_02949_,5.06
_02983_,5.06
_02997_,5.06
_03048_,5.06
_03059_,5.06
_03138_,5.06
_03201_,5.06
_03373_,5.06
_03608_,5.06
_04646_,5.06
_06306_,5.06
_06326_,5.06
_06573_,5.06
_08037_,5.06
_09066_,5.06
_09316_,5.06
_09912_,5.06
_10345_,5.06
_11554_,5.06
_11604_,5.06
_11614_,5.06
_14994_,5.06
_15762_,5.06
_15764_,5.06
net4270,5.06
_19258_,5.05
_00821_,5.045
_00923_,5.045
_00988_,5.045
_01054_,5.045
_01195_,5.045
_03640_,5.045
net1482,5.045
_08060_,5.04
_10477_,5.04
_15583_,5.04
net2134,5.04
net2447,5.04
net3668,5.04
net4374,5.04
net4428,5.04
_13460_,5.035
_19284_,5.035
_03173_,5.02
_07719_,5.02
_08769_,5.02
_09106_,5.02
_09158_,5.02
_10131_,5.02
_10337_,5.02
_11008_,5.02
_14096_,5.02
_15774_,5.02
_19033_,5.02
_19190_,5.02
net4448,5.02
_00101_,5.015
_03630_,5.015
_06170_,5
_06364_,5
_08331_,5
_11568_,5
net157,5
_05802_,4.995
_17489_,4.99
_00149_,4.985
_00537_,4.985
_00724_,4.985
_02063_,4.985
_02464_,4.985
_03629_,4.985
_19869_,4.985
_03627_,4.98
_00285_,4.975
_00458_,4.975
_01135_,4.975
_01697_,4.975
_16805_,4.97
_00763_,4.965
_02169_,4.965
_02188_,4.965
net1148,4.965
net1244,4.965
net1326,4.965
net1403,4.965
net1727,4.965
net1797,4.965
net2194,4.965
net2342,4.965
net2533,4.965
net2563,4.965
net2760,4.965
net3230,4.965
_08715_,4.95
_00924_,4.94
_01863_,4.94
_01926_,4.94
_01961_,4.94
_02437_,4.94
_03695_,4.94
_03776_,4.94
_03786_,4.94
_03938_,4.94
_04235_,4.94
_04342_,4.94
_04725_,4.94
_05058_,4.94
_05091_,4.94
_05142_,4.94
_05331_,4.94
_05344_,4.94
_05350_,4.94
_05432_,4.94
_05447_,4.94
_05459_,4.94
_05709_,4.94
_05769_,4.94
_06094_,4.94
_06680_,4.94
_08788_,4.94
_10352_,4.94
_10825_,4.94
_11908_,4.94
_12791_,4.94
_12918_,4.94
_13130_,4.94
_13131_,4.94
_13482_,4.94
_13608_,4.94
_13619_,4.94
_13676_,4.94
_13742_,4.94
_14350_,4.94
_15381_,4.94
_16016_,4.94
_16186_,4.94
_16497_,4.94
_16761_,4.94
_17350_,4.94
_17383_,4.94
_17542_,4.94
_17576_,4.94
_17711_,4.94
_17738_,4.94
_18846_,4.94
_18876_,4.94
_18886_,4.94
_18890_,4.94
_19039_,4.94
_19098_,4.94
_19099_,4.94
_19106_,4.94
_19113_,4.94
_19162_,4.94
_19166_,4.94
_19202_,4.94
_19249_,4.94
_19285_,4.94
_19296_,4.94
_19299_,4.94
_19311_,4.94
_19390_,4.94
_19423_,4.94
_19736_,4.94
_19762_,4.94
core.data_in\[188\],4.94
core.data_in\[465\],4.94
core.data_out\[138\],4.94
_19873_,4.935
_03644_,4.925
net2822,4.925
_00279_,4.92
_01172_,4.92
_01386_,4.92
_01399_,4.92
_01406_,4.92
_01425_,4.92
_01445_,4.92
_01447_,4.92
_01476_,4.92
_01579_,4.92
_01624_,4.92
_01677_,4.92
_02088_,4.92
_02235_,4.92
_02266_,4.92
_02290_,4.92
_02385_,4.92
_02496_,4.92
_02528_,4.92
_02595_,4.92
_02729_,4.92
_02805_,4.92
_02993_,4.92
_03100_,4.92
_03133_,4.92
_03192_,4.92
_03290_,4.92
_03395_,4.92
_03538_,4.92
_03548_,4.92
_03583_,4.92
_03827_,4.92
_04213_,4.92
_04381_,4.92
_04502_,4.92
_04524_,4.92
_04847_,4.92
_04990_,4.92
_04995_,4.92
_05005_,4.92
_05014_,4.92
_05093_,4.92
_05130_,4.92
_05253_,4.92
_05333_,4.92
_05345_,4.92
_05354_,4.92
_05728_,4.92
_05786_,4.92
_06038_,4.92
_06717_,4.92
_06747_,4.92
_06778_,4.92
_06800_,4.92
_06826_,4.92
_06899_,4.92
_08206_,4.92
_08623_,4.92
_08929_,4.92
_09799_,4.92
_10390_,4.92
_10533_,4.92
_10666_,4.92
_11548_,4.92
_11590_,4.92
_12673_,4.92
_12795_,4.92
_13944_,4.92
_13945_,4.92
_13954_,4.92
_13955_,4.92
_13964_,4.92
_14197_,4.92
_14223_,4.92
_14234_,4.92
_14388_,4.92
_14427_,4.92
_14483_,4.92
_14646_,4.92
_14662_,4.92
_15001_,4.92
_15098_,4.92
_15133_,4.92
_15517_,4.92
_15697_,4.92
_15775_,4.92
_15784_,4.92
_15999_,4.92
_16031_,4.92
_16274_,4.92
_16775_,4.92
_16872_,4.92
_17226_,4.92
_17303_,4.92
_17593_,4.92
_17886_,4.92
_17928_,4.92
_18808_,4.92
_19016_,4.92
_19017_,4.92
_19557_,4.92
_19817_,4.92
_19856_,4.92
core.data_in\[175\],4.92
core.data_in\[258\],4.92
core.data_in\[437\],4.92
core.data_in\[7\],4.92
core.data_in_reg\[148\],4.92
core.data_in_reg\[335\],4.92
core.data_out\[111\],4.92
core.data_out\[156\],4.92
core.data_out\[18\],4.92
core.data_out\[198\],4.92
core.data_out\[207\],4.92
core.data_out\[221\],4.92
core.data_out\[276\],4.92
core.data_out\[289\],4.92
core.data_out\[296\],4.92
core.data_out\[33\],4.92
core.data_out\[361\],4.92
core.data_out\[3\],4.92
core.data_out\[426\],4.92
core.state5_reg\[31\],4.92
net889,4.92
net891,4.92
net915,4.92
net1085,4.92
net1553,4.92
net1564,4.92
net1629,4.92
net2001,4.92
net2654,4.92
net2692,4.92
net2770,4.92
net3078,4.92
net3144,4.92
net3160,4.92
net3364,4.92
net3369,4.92
net3412,4.92
net3431,4.92
net3850,4.92
net3907,4.92
net3947,4.92
net4021,4.92
net4380,4.92
net4572,4.92
net4623,4.92
net4642,4.92
net4795,4.92
net4811,4.92
net4886,4.92
_07685_,4.9
_11500_,4.9
_15615_,4.9
_18054_,4.9
net3821,4.9
_09280_,4.89
_00068_,4.885
_00150_,4.885
_00208_,4.885
_00295_,4.885
_00304_,4.885
_00321_,4.885
_00418_,4.885
_00472_,4.885
_00524_,4.885
_00589_,4.885
_00722_,4.885
_00782_,4.885
_01081_,4.885
_01109_,4.885
_02364_,4.885
_02627_,4.885
_01604_,4.88
_01609_,4.88
_01670_,4.88
_01672_,4.88
_01909_,4.88
_02077_,4.88
_02122_,4.88
_02130_,4.88
_02246_,4.88
_02275_,4.88
_02315_,4.88
_02499_,4.88
_02521_,4.88
_02557_,4.88
_02641_,4.88
_02664_,4.88
_02739_,4.88
_02787_,4.88
_02880_,4.88
_03096_,4.88
_03137_,4.88
_03198_,4.88
_03212_,4.88
_03351_,4.88
_03440_,4.88
_03529_,4.88
_03637_,4.88
_03740_,4.88
_03750_,4.88
_03774_,4.88
_03977_,4.88
_04014_,4.88
_04055_,4.88
_04127_,4.88
_04180_,4.88
_04232_,4.88
_04285_,4.88
_04399_,4.88
_04487_,4.88
_04516_,4.88
_04541_,4.88
_04565_,4.88
_04624_,4.88
_04642_,4.88
_04659_,4.88
_04705_,4.88
_04711_,4.88
_04731_,4.88
_04740_,4.88
_04770_,4.88
_04976_,4.88
_04978_,4.88
_04989_,4.88
_05036_,4.88
_05171_,4.88
_05176_,4.88
_05190_,4.88
_05197_,4.88
_05215_,4.88
_05236_,4.88
_05255_,4.88
_05402_,4.88
_05712_,4.88
_05737_,4.88
_05822_,4.88
_05877_,4.88
_05956_,4.88
_05958_,4.88
_05994_,4.88
_06045_,4.88
_06106_,4.88
_06641_,4.88
_06647_,4.88
_06678_,4.88
_06733_,4.88
_06839_,4.88
_06885_,4.88
_06893_,4.88
_07919_,4.88
_08009_,4.88
_08154_,4.88
_09403_,4.88
_09557_,4.88
_09851_,4.88
_10124_,4.88
_10253_,4.88
_10515_,4.88
_12256_,4.88
_12521_,4.88
_12941_,4.88
_13153_,4.88
_13228_,4.88
_13307_,4.88
_13461_,4.88
_13522_,4.88
_13616_,4.88
_14125_,4.88
_14152_,4.88
_14157_,4.88
_14335_,4.88
_14437_,4.88
_14737_,4.88
_14745_,4.88
_14828_,4.88
_14835_,4.88
_15007_,4.88
_15245_,4.88
_15405_,4.88
_15445_,4.88
_15471_,4.88
_15630_,4.88
_15744_,4.88
_15763_,4.88
_15933_,4.88
_15952_,4.88
_16176_,4.88
_16266_,4.88
_16645_,4.88
_16785_,4.88
_17140_,4.88
_17154_,4.88
_17374_,4.88
_17673_,4.88
_18093_,4.88
_18721_,4.88
_18930_,4.88
_19001_,4.88
_19138_,4.88
_19334_,4.88
_19368_,4.88
_19381_,4.88
_19391_,4.88
_19404_,4.88
_19682_,4.88
_19739_,4.88
_19778_,4.88
_19846_,4.88
_19847_,4.88
core.data_in\[232\],4.88
core.data_in\[240\],4.88
core.data_in\[302\],4.88
core.data_in\[323\],4.88
core.data_in\[503\],4.88
core.data_out\[10\],4.88
core.data_out\[161\],4.88
core.data_out\[20\],4.88
core.data_out\[222\],4.88
core.data_out\[25\],4.88
core.data_out\[272\],4.88
core.data_out\[281\],4.88
core.data_out\[29\],4.88
core.data_out\[55\],4.88
core.data_out\[77\],4.88
core.data_out\[78\],4.88
core.key6_reg\[5\],4.88
net4071,4.88
_00940_,4.875
_07793_,4.875
_00058_,4.865
_02405_,4.865
net3483,4.86
_08129_,4.85
_08166_,4.85
_10455_,4.85
read_data[12],4.85
_00243_,4.845
_00313_,4.845
_00439_,4.845
_00523_,4.845
_00581_,4.845
_00590_,4.845
_00789_,4.845
_01002_,4.845
_01059_,4.845
_01173_,4.845
_01199_,4.845
_01207_,4.845
_01229_,4.845
_01632_,4.845
_01766_,4.845
_02406_,4.845
_03466_,4.845
net201,4.845
net358,4.845
net376,4.845
net408,4.845
net410,4.845
net420,4.845
net422,4.845
net438,4.845
net601,4.845
net621,4.845
net807,4.845
net853,4.845
net969,4.845
net1023,4.845
net1053,4.845
net1098,4.845
net1124,4.845
net1177,4.845
net1272,4.845
net1280,4.845
net1450,4.845
net1504,4.845
net1555,4.845
net1583,4.845
net1613,4.845
net1711,4.845
net1757,4.845
net1764,4.845
net1895,4.845
net1910,4.845
net1947,4.845
net2231,4.845
net2234,4.845
net2285,4.845
net2578,4.845
net2614,4.845
net2624,4.845
net2884,4.845
net2992,4.845
net3033,4.845
net3097,4.845
net3264,4.845
net3440,4.845
_00403_,4.82
_01353_,4.82
_04160_,4.82
_04208_,4.82
_04222_,4.82
_04294_,4.82
_04481_,4.82
_04496_,4.82
_04518_,4.82
_04522_,4.82
_04912_,4.82
_05069_,4.82
_05099_,4.82
_05196_,4.82
_07020_,4.82
_09145_,4.82
_11907_,4.82
_12606_,4.82
_17828_,4.82
net3262,4.82
_00070_,4.805
_00568_,4.805
_00583_,4.805
_01156_,4.805
_01976_,4.805
_02453_,4.805
_00200_,4.8
_01236_,4.8
_01297_,4.8
_01454_,4.8
_01481_,4.8
_02542_,4.8
_02945_,4.8
_03378_,4.8
_03693_,4.8
_03939_,4.8
_04257_,4.8
_04267_,4.8
_04500_,4.8
_04535_,4.8
_04558_,4.8
_04639_,4.8
_04745_,4.8
_04827_,4.8
_05127_,4.8
_05382_,4.8
_05998_,4.8
_06093_,4.8
_06862_,4.8
_07118_,4.8
_07563_,4.8
_07900_,4.8
_07984_,4.8
_08034_,4.8
_08067_,4.8
_08101_,4.8
_08373_,4.8
_08729_,4.8
_08787_,4.8
_09187_,4.8
_09205_,4.8
_09289_,4.8
_09409_,4.8
_09769_,4.8
_09773_,4.8
_09872_,4.8
_10151_,4.8
_10310_,4.8
_10314_,4.8
_10430_,4.8
_11029_,4.8
_11768_,4.8
_12157_,4.8
_12298_,4.8
_13093_,4.8
_13454_,4.8
_13548_,4.8
_13648_,4.8
_14376_,4.8
_14803_,4.8
_14971_,4.8
_15259_,4.8
_15372_,4.8
_15507_,4.8
_15628_,4.8
_15670_,4.8
_15760_,4.8
_15948_,4.8
_15997_,4.8
_16161_,4.8
_16163_,4.8
_16192_,4.8
_16213_,4.8
_16391_,4.8
_16687_,4.8
_16804_,4.8
_16967_,4.8
_17105_,4.8
_17148_,4.8
_17179_,4.8
_17346_,4.8
_17658_,4.8
_17765_,4.8
_17791_,4.8
_17926_,4.8
_18248_,4.8
_19333_,4.8
_19572_,4.8
_19720_,4.8
core.data_in_reg\[10\],4.8
core.data_in_reg\[415\],4.8
core.data_out\[407\],4.8
core.data_out\[471\],4.8
core.data_out\[478\],4.8
net261,4.8
net1650,4.8
net1656,4.8
net2062,4.8
net2503,4.8
net2576,4.8
net3247,4.8
net3401,4.8
net3606,4.8
net3623,4.8
net3627,4.8
net3681,4.8
net3794,4.8
net3796,4.8
net3817,4.8
net4033,4.8
net4139,4.8
net4643,4.8
net4688,4.8
net4771,4.8
net4836,4.8
net4885,4.8
_00326_,4.795
_00887_,4.785
_00962_,4.785
_00982_,4.785
_01053_,4.785
_01058_,4.785
_01066_,4.785
_01096_,4.785
_01099_,4.785
_01153_,4.785
_01222_,4.785
_01223_,4.785
_01301_,4.785
_03625_,4.785
_01104_,4.78
_01573_,4.78
_01848_,4.78
_05868_,4.78
_06735_,4.78
_10196_,4.78
_11711_,4.78
_15584_,4.78
_16019_,4.78
_17892_,4.78
core.data_in_reg\[151\],4.78
_02799_,4.765
_01262_,4.76
_01614_,4.76
_02116_,4.76
_03741_,4.76
_03825_,4.76
_03857_,4.76
_03948_,4.76
_03973_,4.76
_04046_,4.76
_04333_,4.76
_04618_,4.76
_04641_,4.76
_04698_,4.76
_04715_,4.76
_04903_,4.76
_05169_,4.76
_05264_,4.76
_05326_,4.76
_05825_,4.76
_06635_,4.76
_07643_,4.76
_08253_,4.76
_08613_,4.76
_09492_,4.76
_11014_,4.76
_11088_,4.76
_11786_,4.76
_12087_,4.76
_13415_,4.76
_13588_,4.76
_14673_,4.76
_15091_,4.76
_15444_,4.76
_15528_,4.76
_15989_,4.76
_16734_,4.76
_17878_,4.76
_17961_,4.76
_19051_,4.76
_19294_,4.76
_19358_,4.76
_19753_,4.76
_19810_,4.76
_19890_,4.76
core.data_out\[186\],4.76
core.data_out\[61\],4.76
net3913,4.76
net4105,4.76
net4507,4.76
_02928_,4.745
_03084_,4.745
_00097_,4.725
_00450_,4.725
_00530_,4.725
_00655_,4.725
_01753_,4.725
_02060_,4.725
_03467_,4.725
net1236,4.725
net2585,4.725
net2706,4.725
net3621,4.725
_00090_,4.7
_00107_,4.7
_00201_,4.7
_00340_,4.7
_00391_,4.7
_00529_,4.7
_00805_,4.7
_00846_,4.7
_01855_,4.7
_02145_,4.7
_02329_,4.7
_02336_,4.7
_02370_,4.7
_02752_,4.7
_03645_,4.7
_06588_,4.7
_09255_,4.7
_16685_,4.7
net3411,4.7
net3631,4.7
net3897,4.7
net3977,4.7
net4020,4.7
net4056,4.7
net4334,4.7
net4622,4.7
net4704,4.7
_01530_,4.68
_03588_,4.68
_03807_,4.68
_03974_,4.68
_04024_,4.68
_04133_,4.68
_05155_,4.68
_06653_,4.68
_08177_,4.68
_08500_,4.68
_09027_,4.68
_10668_,4.68
_11279_,4.68
_12766_,4.68
_15097_,4.68
core.data_in_reg\[372\],4.68
core.data_out\[63\],4.68
net1369,4.68
net3501,4.68
net4768,4.68
_09309_,4.66
_10487_,4.66
_12537_,4.66
_15156_,4.66
net3677,4.66
net3968,4.66
net4003,4.66
net4063,4.66
net4520,4.66
net4674,4.66
net4738,4.66
_02073_,4.645
_02076_,4.64
_00037_,4.635
_00873_,4.635
_02061_,4.635
_05230_,4.635
_00514_,4.625
_00543_,4.625
_00571_,4.625
_00663_,4.625
_00756_,4.625
_00795_,4.625
_00809_,4.625
_01733_,4.625
_03322_,4.625
net273,4.625
net293,4.625
net350,4.625
net354,4.625
net430,4.625
net450,4.625
net452,4.625
net474,4.625
net478,4.625
net508,4.625
net595,4.625
net619,4.625
net823,4.625
net921,4.625
net949,4.625
net1043,4.625
net1049,4.625
net1118,4.625
net1249,4.625
net1300,4.625
net1490,4.625
net1591,4.625
net1667,4.625
net1694,4.625
net1760,4.625
net1834,4.625
net1957,4.625
net2012,4.625
net2214,4.625
net2362,4.625
net2390,4.625
net2419,4.625
net2442,4.625
net2864,4.625
net2926,4.625
net3023,4.625
net3130,4.625
net3491,4.625
net3617,4.625
_00176_,4.605
_01216_,4.605
net2526,4.605
_01735_,4.6
_01748_,4.6
_01866_,4.6
_01868_,4.6
_01928_,4.6
_02381_,4.6
_02420_,4.6
_05200_,4.6
_05837_,4.6
_05928_,4.6
_05946_,4.6
_06001_,4.6
_06174_,4.6
_06193_,4.6
_06200_,4.6
_06261_,4.6
_06283_,4.6
_06291_,4.6
_06412_,4.6
_06416_,4.6
_06442_,4.6
_06446_,4.6
_07948_,4.6
_10475_,4.6
_12403_,4.6
_14634_,4.6
_15468_,4.6
_16654_,4.6
_16873_,4.6
_18005_,4.6
_18643_,4.6
net1581,4.6
net3312,4.6
net3962,4.6
net4199,4.6
net4340,4.6
net4387,4.6
net4573,4.6
net4803,4.6
_00260_,4.585
_00463_,4.585
_00623_,4.585
_00779_,4.585
_00830_,4.585
_00854_,4.585
_00855_,4.585
_01313_,4.585
_01757_,4.585
_02036_,4.585
_02851_,4.585
net1685,4.585
_00082_,4.58
_02009_,4.58
_07947_,4.58
_08091_,4.58
_09181_,4.58
_09287_,4.58
_12316_,4.58
core.data_out\[485\],4.58
core.data_out\[487\],4.58
net2774,4.58
net3752,4.58
net3846,4.58
net4414,4.58
net4754,4.58
_01465_,4.56
_02268_,4.56
_05498_,4.56
_06723_,4.56
_10912_,4.56
_15428_,4.56
_18234_,4.56
_18762_,4.56
_19161_,4.56
core.data_in\[129\],4.56
net4560,4.56
_08970_,4.54
_17394_,4.54
_00184_,4.525
_00360_,4.525
_00464_,4.525
_00682_,4.525
_01857_,4.525
_02389_,4.525
_02353_,4.505
net364,4.505
net368,4.505
net390,4.505
net1302,4.505
net1510,4.505
net1913,4.505
net2092,4.505
net2157,4.505
net2188,4.505
net2327,4.505
net2570,4.505
net3286,4.505
_17208_,4.5
_11459_,4.49
_04149_,4.48
_04223_,4.48
_04249_,4.48
_04319_,4.48
_04525_,4.48
_04608_,4.48
_04653_,4.48
_04753_,4.48
_04853_,4.48
_04881_,4.48
_04943_,4.48
_05054_,4.48
_05065_,4.48
_05112_,4.48
_05287_,4.48
_05897_,4.48
_05950_,4.48
_06128_,4.48
_06703_,4.48
_06742_,4.48
_06809_,4.48
_06872_,4.48
_06914_,4.48
_06929_,4.48
_08099_,4.48
_08694_,4.48
_10035_,4.48
_11125_,4.48
_12114_,4.48
_12702_,4.48
_14438_,4.48
_14462_,4.48
_14606_,4.48
_15687_,4.48
_17112_,4.48
_17229_,4.48
_17352_,4.48
_17426_,4.48
core.data_in_reg\[207\],4.48
core.data_out\[90\],4.48
net3923,4.48
_01359_,4.465
_01170_,4.46
_01272_,4.46
_01368_,4.46
_01408_,4.46
_01412_,4.46
_01435_,4.46
_01458_,4.46
_01513_,4.46
_01528_,4.46
_01578_,4.46
_01661_,4.46
_01929_,4.46
_02214_,4.46
_02250_,4.46
_02273_,4.46
_02317_,4.46
_02429_,4.46
_02435_,4.46
_02481_,4.46
_02508_,4.46
_02512_,4.46
_02582_,4.46
_02584_,4.46
_02604_,4.46
_02607_,4.46
_02631_,4.46
_02672_,4.46
_02679_,4.46
_02717_,4.46
_02838_,4.46
_02857_,4.46
_02859_,4.46
_02867_,4.46
_02918_,4.46
_02937_,4.46
_02943_,4.46
_02963_,4.46
_03116_,4.46
_03150_,4.46
_03157_,4.46
_03196_,4.46
_03219_,4.46
_03241_,4.46
_03277_,4.46
_03355_,4.46
_03402_,4.46
_03433_,4.46
_03550_,4.46
_03610_,4.46
_03658_,4.46
_03661_,4.46
_03752_,4.46
_03911_,4.46
_04162_,4.46
_04277_,4.46
_04466_,4.46
_04528_,4.46
_04536_,4.46
_04554_,4.46
_04623_,4.46
_04669_,4.46
_04719_,4.46
_04826_,4.46
_04833_,4.46
_04908_,4.46
_04920_,4.46
_04963_,4.46
_05385_,4.46
_05753_,4.46
_05870_,4.46
_06028_,4.46
_06039_,4.46
_06685_,4.46
_06806_,4.46
_06972_,4.46
