net,length_um
_14620_,10.36
_16102_,10.36
_17473_,10.36
_18555_,10.36
_18794_,10.36
_19524_,10.36
_19899_,10.36
core.data_in\[193\],10.36
core.data_in_reg\[506\],10.36
core.data_out\[316\],10.36
net2736,10.36
net3003,10.36
_06638_,10.34
_11138_,10.34
_14208_,10.34
_14901_,10.34
_14924_,10.34
_14981_,10.34
_15039_,10.34
_15604_,10.34
_16489_,10.34
_16743_,10.34
net3096,10.34
net3938,10.34
_07481_,10.335
_00563_,10.325
_02227_,10.32
_03292_,10.32
_04693_,10.32
_04841_,10.32
_05537_,10.32
_05686_,10.32
_05694_,10.32
_06012_,10.32
_06469_,10.32
_07329_,10.32
_07571_,10.32
_07670_,10.32
_09190_,10.32
_09241_,10.32
_09614_,10.32
_10559_,10.32
_11532_,10.32
_13265_,10.32
_13671_,10.32
_13796_,10.32
_14185_,10.32
_14312_,10.32
_15576_,10.32
_16575_,10.32
_16679_,10.32
_16831_,10.32
_16951_,10.32
_17388_,10.32
_17834_,10.32
_18383_,10.32
_19056_,10.32
core.data_out\[11\],10.32
core.data_out\[154\],10.32
core.data_out\[420\],10.32
net1930,10.32
net1972,10.32
net2101,10.32
net3441,10.32
net3714,10.32
net3927,10.32
net4651,10.32
_00125_,10.3
_00423_,10.3
_01395_,10.3
_02202_,10.3
_08098_,10.3
_09252_,10.3
_09959_,10.3
_11174_,10.3
_11347_,10.3
_14771_,10.3
core.data_in_reg\[155\],10.3
core.data_out\[183\],10.3
core.state7_reg\[0\],10.3
net1845,10.3
_00205_,10.285
_12509_,10.285
_02722_,10.28
_04002_,10.28
_04091_,10.28
_04667_,10.28
_05335_,10.28
_05408_,10.28
_05560_,10.28
_06313_,10.28
_07010_,10.28
_08162_,10.28
_09428_,10.28
_09828_,10.28
_10028_,10.28
_10448_,10.28
_10748_,10.28
_13822_,10.28
_14017_,10.28
_14697_,10.28
_15019_,10.28
_15194_,10.28
_15706_,10.28
_16504_,10.28
_16591_,10.28
_18686_,10.28
_19171_,10.28
_19533_,10.28
core.state8_reg\[14\],10.28
net2079,10.28
net2823,10.28
net3134,10.28
net3366,10.28
net3829,10.28
net3937,10.28
_02610_,10.265
_00633_,10.26
_14276_,10.26
_14332_,10.26
_15011_,10.26
_15803_,10.26
_17814_,10.26
_17818_,10.26
core.data_in\[346\],10.26
_00375_,10.245
_01143_,10.245
_02071_,10.245
net1108,10.245
net1705,10.245
net1817,10.245
net2547,10.245
_02748_,10.24
_04196_,10.24
_04216_,10.24
_04388_,10.24
_04574_,10.24
_04593_,10.24
_05308_,10.24
_05360_,10.24
_05611_,10.24
_05785_,10.24
_05902_,10.24
_06797_,10.24
_08356_,10.24
_08755_,10.24
_08947_,10.24
_10100_,10.24
_13473_,10.24
_13831_,10.24
_14319_,10.24
_14403_,10.24
_14682_,10.24
_16415_,10.24
_16817_,10.24
_19543_,10.24
core.data_in\[222\],10.24
net3552,10.24
_00028_,10.22
_05985_,10.22
_06276_,10.22
_09870_,10.22
_10504_,10.22
_11278_,10.22
_19763_,10.22
net3685,10.22
net3748,10.22
net4210,10.22
net4323,10.22
net4868,10.22
_01802_,10.205
_02251_,10.2
_03543_,10.2
_04459_,10.2
_05637_,10.2
_05890_,10.2
_07352_,10.2
_08070_,10.2
_08495_,10.2
_09783_,10.2
_10655_,10.2
_10711_,10.2
_12937_,10.2
_14037_,10.2
_14726_,10.2
_14883_,10.2
_15325_,10.2
_16217_,10.2
_16551_,10.2
_17166_,10.2
_17376_,10.2
_18364_,10.2
_18589_,10.2
net2019,10.195
_00011_,10.185
_00252_,10.18
_14057_,10.18
_16088_,10.18
_16890_,10.18
_18896_,10.18
net700,10.18
net3866,10.18
_13263_,10.175
_16864_,10.175
_00432_,10.165
_02488_,10.16
_02524_,10.16
_06044_,10.16
_06133_,10.16
_07153_,10.16
_08679_,10.16
_09515_,10.16
_10510_,10.16
_11163_,10.16
_13521_,10.16
_13774_,10.16
_13977_,10.16
_15823_,10.16
_15832_,10.16
net822,10.16
net3036,10.16
net586,10.145
net873,10.145
net1923,10.145
net2212,10.145
net2789,10.145
net3282,10.145
net3766,10.145
_05095_,10.14
_10429_,10.14
_16861_,10.14
core.data_out\[458\],10.14
_00534_,10.125
_00990_,10.125
_03708_,10.12
_03799_,10.12
_04391_,10.12
_06576_,10.12
_06783_,10.12
_06983_,10.12
_09099_,10.12
_10500_,10.12
_13993_,10.12
_15931_,10.12
_17082_,10.12
_17174_,10.12
net1980,10.12
net2965,10.12
net3857,10.12
net4733,10.12
net4892,10.12
net801,10.105
_01483_,10.1
_07922_,10.1
_15220_,10.1
write_data[30],10.1
net1281,10.1
net2026,10.1
net2377,10.1
_07963_,10.08
_08026_,10.08
_08044_,10.08
_14001_,10.08
_15690_,10.08
_16335_,10.08
_16569_,10.08
_17312_,10.08
_17849_,10.08
_17937_,10.08
net2833,10.08
net2903,10.08
net4212,10.08
_00224_,10.06
net4517,10.06
net4780,10.06
_01007_,10.055
_00226_,10.045
_00522_,10.045
_02279_,10.04
_02372_,10.04
_05000_,10.04
_07038_,10.04
_07436_,10.04
_09529_,10.04
_10965_,10.04
_12486_,10.04
_15300_,10.04
_15747_,10.04
_15799_,10.04
_15838_,10.04
_16843_,10.04
_17874_,10.04
_18983_,10.04
_19544_,10.04
core.data_in\[130\],10.04
net830,10.04
net4583,10.04
_00410_,10.035
_18018_,10.03
net1126,10.025
net1746,10.025
_09525_,10.02
_03101_,10.005
_01461_,10
_03795_,10
_04116_,10
_04363_,10
_05397_,10
_05398_,10
_05655_,10
_10575_,10
_14387_,10
_14424_,10
_14430_,10
_15213_,10
_15506_,10
_16182_,10
_16360_,10
_17028_,10
_18972_,10
_18981_,10
core.data_in\[490\],10
net1709,10
net2453,10
_01427_,9.98
_01464_,9.98
_02770_,9.98
_02786_,9.98
_03248_,9.98
_03767_,9.98
_03820_,9.98
_04290_,9.98
_04555_,9.98
_04780_,9.98
_06435_,9.98
_07267_,9.98
_09046_,9.98
_09752_,9.98
_09782_,9.98
_10090_,9.98
_11672_,9.98
_12943_,9.98
_13515_,9.98
_14617_,9.98
_15516_,9.98
_16181_,9.98
_16718_,9.98
_16737_,9.98
_17147_,9.98
_17577_,9.98
_17994_,9.98
_18276_,9.98
_19104_,9.98
_19192_,9.98
core.block0_ctr_reg\[6\],9.98
core.data_in\[319\],9.98
core.data_in\[411\],9.98
core.data_in\[425\],9.98
core.data_in\[447\],9.98
core.data_in_reg\[128\],9.98
core.data_out\[249\],9.98
core.data_out\[311\],9.98
read_data[24],9.98
read_data[4],9.98
net276,9.98
net4778,9.98
_00010_,9.965
_02537_,9.96
_03065_,9.96
_09459_,9.96
_09961_,9.96
_10811_,9.96
_13904_,9.96
_14501_,9.96
_18174_,9.96
net284,9.96
net1798,9.96
_07018_,9.95
_02299_,9.94
_02849_,9.94
_02935_,9.94
_03152_,9.94
_03390_,9.94
_04509_,9.94
_04890_,9.94
_05311_,9.94
_05627_,9.94
_06794_,9.94
_09167_,9.94
_11361_,9.94
_13107_,9.94
_13492_,9.94
_14011_,9.94
_14230_,9.94
_14479_,9.94
_15599_,9.94
_16066_,9.94
_16084_,9.94
_16622_,9.94
_16865_,9.94
_17268_,9.94
_17766_,9.94
_17913_,9.94
core.data_in\[37\],9.94
core.data_out\[181\],9.94
core.data_out\[217\],9.94
core.data_out\[257\],9.94
core.data_out\[438\],9.94
core.data_out\[6\],9.94
clknet_leaf_681_clk,9.94
net4132,9.94
net4350,9.94
net4737,9.94
_02050_,9.925
_07727_,9.92
_08744_,9.92
_11364_,9.92
_12012_,9.92
_17306_,9.92
_17471_,9.92
_10885_,9.91
_00484_,9.905
_03345_,9.905
net656,9.905
net787,9.905
net833,9.905
net945,9.905
net1383,9.905
net1640,9.905
net2141,9.905
net2394,9.905
net3340,9.905
net3403,9.905
net3487,9.905
_01658_,9.9
_03374_,9.9
_03853_,9.9
_04128_,9.9
_04814_,9.9
_05978_,9.9
_06718_,9.9
_06906_,9.9
_07698_,9.9
_08138_,9.9
_08816_,9.9
_09771_,9.9
_11587_,9.9
_12287_,9.9
_14402_,9.9
_15121_,9.9
_15698_,9.9
_16056_,9.9
_16284_,9.9
_17561_,9.9
_18011_,9.9
_19596_,9.9
_19884_,9.9
core.data_in\[243\],9.9
core.data_in\[510\],9.9
net3744,9.9
net4388,9.9
_02210_,9.88
_04311_,9.88
_04932_,9.88
_05025_,9.88
_06852_,9.88
_07695_,9.88
_09473_,9.88
_10834_,9.88
_14891_,9.88
_16927_,9.88
_17527_,9.88
_07887_,9.87
write_data[7],9.87
_00919_,9.865
_03272_,9.865
net929,9.865
_01235_,9.86
_02543_,9.86
_02634_,9.86
_02958_,9.86
_02964_,9.86
_04729_,9.86
_04809_,9.86
_05280_,9.86
_05551_,9.86
_06288_,9.86
_07406_,9.86
_08054_,9.86
_09964_,9.86
_09968_,9.86
_11098_,9.86
_12442_,9.86
_13301_,9.86
_13745_,9.86
_13814_,9.86
_14170_,9.86
_14409_,9.86
_14444_,9.86
_14884_,9.86
_15511_,9.86
_16480_,9.86
_17200_,9.86
_17762_,9.86
_18012_,9.86
_19617_,9.86
_19949_,9.86
core.data_in\[249\],9.86
core.data_in\[277\],9.86
core.data_in\[49\],9.86
core.data_in\[508\],9.86
core.data_in_reg\[86\],9.86
core.data_out\[271\],9.86
core.data_out\[44\],9.86
net1385,9.86
net2384,9.86
net3258,9.86
net3311,9.86
net3490,9.86
net3792,9.86
net3802,9.86
net3809,9.86
net4019,9.86
net4181,9.86
net4186,9.86
net4284,9.86
net4531,9.86
net4796,9.855
_11022_,9.85
_02187_,9.845
_02222_,9.84
_09058_,9.84
_13368_,9.84
_14244_,9.84
core.data_out\[391\],9.84
core.data_out\[399\],9.84
_04674_,9.82
_06017_,9.82
_08308_,9.82
_09071_,9.82
_10857_,9.82
_11570_,9.82
_14240_,9.82
_14567_,9.82
_14573_,9.82
_14793_,9.82
_14826_,9.82
_14963_,9.82
_15552_,9.82
_15657_,9.82
_15895_,9.82
_16823_,9.82
_17172_,9.82
_17265_,9.82
_17397_,9.82
_17891_,9.82
_18963_,9.82
_19420_,9.82
_19515_,9.82
_19819_,9.82
core.data_out\[190\],9.82
core.data_out\[248\],9.82
net617,9.82
net991,9.82
net1966,9.82
net4040,9.82
_03062_,9.8
_08096_,9.8
_10087_,9.8
_14515_,9.8
_18779_,9.8
core.data_in\[156\],9.8
_19568_,9.795
_00354_,9.785
_01720_,9.785
_02054_,9.785
_03451_,9.785
net1033,9.785
net1059,9.785
net2493,9.785
net3293,9.785
_03828_,9.78
_04098_,9.78
_04803_,9.78
_05535_,9.78
_06902_,9.78
_07470_,9.78
_07482_,9.78
_07604_,9.78
_10264_,9.78
_10371_,9.78
_10941_,9.78
_13607_,9.78
_13642_,9.78
_14009_,9.78
_14131_,9.78
_15179_,9.78
_16162_,9.78
_16194_,9.78
_16447_,9.78
_17097_,9.78
_17737_,9.78
_18874_,9.78
_19247_,9.78
_19468_,9.78
core.data_in\[176\],9.78
_00430_,9.76
_01752_,9.76
_03131_,9.76
_04109_,9.76
_06974_,9.76
_10728_,9.76
_14410_,9.76
_14815_,9.76
_15617_,9.76
_16678_,9.76
address[6],9.76
net3610,9.76
net3736,9.76
net3775,9.76
net3892,9.76
net4497,9.76
_09805_,9.75
_01351_,9.745
_01907_,9.745
_03663_,9.745
_02808_,9.74
_03947_,9.74
_08119_,9.74
_08437_,9.74
_08521_,9.74
_08833_,9.74
_10775_,9.74
_11325_,9.74
_13336_,9.74
_13999_,9.74
_14143_,9.74
_14165_,9.74
_14816_,9.74
_14958_,9.74
_15503_,9.74
_15560_,9.74
_16074_,9.74
_16849_,9.74
_17210_,9.74
net1712,9.74
net3753,9.74
net4292,9.74
net4511,9.74
_16523_,9.735
_10973_,9.72
core.data_out\[199\],9.72
net3115,9.72
net3496,9.72
net4304,9.72
net4473,9.72
_01684_,9.705
_04402_,9.7
_05484_,9.7
_07209_,9.7
_07214_,9.7
_10119_,9.7
_10705_,9.7
_10999_,9.7
_15230_,9.7
_15518_,9.7
_16009_,9.7
_16190_,9.7
_16665_,9.7
_16783_,9.7
net1337,9.7
_01107_,9.685
_01762_,9.685
_03818_,9.685
net644,9.685
net666,9.685
net696,9.685
net1100,9.685
net1380,9.685
net2206,9.685
net2787,9.685
net3159,9.685
net3193,9.685
_09235_,9.68
_15595_,9.68
_16640_,9.68
_17081_,9.68
_03845_,9.665
net3703,9.665
_00442_,9.66
_05636_,9.66
_06823_,9.66
_13849_,9.66
_13987_,9.66
_14707_,9.66
net3669,9.66
net4217,9.66
reset_n,9.65
_00930_,9.645
_02140_,9.64
_06487_,9.64
_10287_,9.64
_14550_,9.64
write_data[22],9.64
write_data[6],9.64
net1213,9.64
net2343,9.64
net2481,9.64
net4037,9.64
net4265,9.64
net4474,9.64
net4835,9.64
net3123,9.635
_03907_,9.62
_04001_,9.62
_04372_,9.62
_08365_,9.62
_09054_,9.62
_11082_,9.62
_13215_,9.62
_14797_,9.62
_14863_,9.62
_15004_,9.62
_15167_,9.62
_16339_,9.62
_16527_,9.62
core.state9_reg\[10\],9.62
net2054,9.62
_08144_,9.61
_19275_,9.61
_19837_,9.61
_00585_,9.605
net414,9.605
net3528,9.605
_12428_,9.6
net4240,9.6
_02341_,9.585
_03174_,9.585
_06341_,9.58
_08908_,9.58
_11137_,9.58
_12477_,9.58
_14535_,9.58
_16036_,9.58
_16664_,9.58
net1659,9.58
_00367_,9.565
_00926_,9.565
_01991_,9.565
net737,9.565
net1009,9.565
net2794,9.565
_08192_,9.56
_08640_,9.56
_14949_,9.56
_19712_,9.56
net2284,9.56
_00103_,9.545
_00422_,9.545
net2862,9.545
_00914_,9.54
_01286_,9.54
_06554_,9.54
_06701_,9.54
_06883_,9.54
_09433_,9.54
_12124_,9.54
_13192_,9.54
_15420_,9.54
_18928_,9.54
_19419_,9.54
core.data_in\[119\],9.54
net2140,9.54
net4793,9.54
_15538_,9.53
_00317_,9.525
_00717_,9.525
_01535_,9.52
_01626_,9.52
_01655_,9.52
_02653_,9.52
_03490_,9.52
_03986_,9.52
_04419_,9.52
_04657_,9.52
_04756_,9.52
_06748_,9.52
_08198_,9.52
_10355_,9.52
_12220_,9.52
_15377_,9.52
_15992_,9.52
_16722_,9.52
_17180_,9.52
_17365_,9.52
_17768_,9.52
_18576_,9.52
_19518_,9.52
core.data_in_reg\[159\],9.52
net2717,9.52
net4125,9.52
net4148,9.52
net4215,9.52
net4403,9.52
net4484,9.52
_02309_,9.5
_12699_,9.5
_14116_,9.5
_14296_,9.5
_14533_,9.5
_15095_,9.5
_16298_,9.5
_17550_,9.5
_18336_,9.5
core.data_in\[101\],9.5
core.data_out\[388\],9.5
net1196,9.5
net1267,9.5
net1918,9.5
_01238_,9.48
_01561_,9.48
_01754_,9.48
_02477_,9.48
_02777_,9.48
_02778_,9.48
_02779_,9.48
_02817_,9.48
_02916_,9.48
_03151_,9.48
_03318_,9.48
_03406_,9.48
_03435_,9.48
_03961_,9.48
_04629_,9.48
_04702_,9.48
_04760_,9.48
_04765_,9.48
_05248_,9.48
_05755_,9.48
_06222_,9.48
_07427_,9.48
_07848_,9.48
_07858_,9.48
_10482_,9.48
_13110_,9.48
_14282_,9.48
_14923_,9.48
_14978_,9.48
_15274_,9.48
_16535_,9.48
_16587_,9.48
_16833_,9.48
_17281_,9.48
_17618_,9.48
_17719_,9.48
_18716_,9.48
_18745_,9.48
core.data_in\[229\],9.48
core.data_in\[296\],9.48
core.data_out\[2\],9.48
core.data_out\[5\],9.48
write_data[2],9.48
net3771,9.48
net4090,9.48
net4530,9.48
_00921_,9.465
_16195_,9.46
core.block1_ctr_reg\[22\],9.46
core.data_in\[373\],9.46
_00182_,9.445
_00501_,9.445
_01091_,9.445
net306,9.445
net893,9.445
net1077,9.445
net1179,9.445
net1246,9.445
net1328,9.445
net1669,9.445
net1904,9.445
net2484,9.445
net3110,9.445
net3843,9.445
_00390_,9.44
_01676_,9.44
_02678_,9.44
_02924_,9.44
_05294_,9.44
_05469_,9.44
_05523_,9.44
_06037_,9.44
_06236_,9.44
_06766_,9.44
_07619_,9.44
_10184_,9.44
_11913_,9.44
_12480_,9.44
_12986_,9.44
_13412_,9.44
_14186_,9.44
_14238_,9.44
_14723_,9.44
_15107_,9.44
_15427_,9.44
_16220_,9.44
_16337_,9.44
_17225_,9.44
_17244_,9.44
_17299_,9.44
_17412_,9.44
_18460_,9.44
_18532_,9.44
_19035_,9.44
core.data_in\[325\],9.44
core.data_out\[325\],9.44
_05740_,9.43
_01456_,9.425
_01389_,9.42
_05059_,9.42
_05552_,9.42
_06067_,9.42
_07245_,9.42
_08624_,9.42
_12643_,9.42
_13707_,9.42
_15149_,9.42
_15460_,9.42
_17992_,9.42
_01800_,9.415
_13350_,9.415
_00470_,9.405
_00565_,9.405
_01881_,9.405
_02020_,9.405
net241,9.405
_03007_,9.4
_03959_,9.4
_04205_,9.4
_04933_,9.4
_08282_,9.4
_10160_,9.4
_12541_,9.4
_12859_,9.4
_12912_,9.4
_14429_,9.4
_14590_,9.4
_16178_,9.4
_16928_,9.4
_17369_,9.4
_19629_,9.4
core.data_in\[374\],9.4
core.data_in\[416\],9.4
core.data_out\[405\],9.4
net1617,9.4
net2939,9.4
net3272,9.4
net3548,9.4
net3756,9.4
net4352,9.4
net4759,9.4
_00186_,9.385
_00485_,9.38
_01654_,9.38
_07739_,9.38
_11368_,9.38
_15605_,9.38
_16168_,9.38
_17187_,9.38
_01298_,9.36
_01583_,9.36
_02706_,9.36
_04181_,9.36
_04237_,9.36
_04288_,9.36
_04767_,9.36
_05135_,9.36
_05214_,9.36
_05507_,9.36
_06525_,9.36
_06819_,9.36
_07383_,9.36
_07592_,9.36
_07987_,9.36
_08942_,9.36
_09476_,9.36
_12138_,9.36
_13589_,9.36
_14254_,9.36
_14294_,9.36
_14748_,9.36
_15013_,9.36
_15513_,9.36
_15815_,9.36
_16191_,9.36
_16331_,9.36
_16425_,9.36
_17502_,9.36
_17557_,9.36
_18793_,9.36
_19383_,9.36
_19633_,9.36
_19668_,9.36
core.data_out\[67\],9.36
net4036,9.36
net4709,9.36
net4874,9.36
_00967_,9.355
_01662_,9.34
_12533_,9.34
_13077_,9.34
_15083_,9.34
core.data_out\[411\],9.34
_00032_,9.335
_05572_,9.33
_00008_,9.325
_01994_,9.325
_02179_,9.325
net398,9.325
net3769,9.325
_04003_,9.32
_04031_,9.32
_04632_,9.32
_04655_,9.32
_04666_,9.32
_05202_,9.32
_05512_,9.32
_05859_,9.32
_06769_,9.32
_06811_,9.32
_07495_,9.32
_08205_,9.32
_09764_,9.32
_10222_,9.32
_10969_,9.32
_11182_,9.32
_11499_,9.32
_12260_,9.32
_14905_,9.32
_15233_,9.32
_15411_,9.32
_15622_,9.32
_15642_,9.32
_16138_,9.32
_16730_,9.32
_18191_,9.32
_18594_,9.32
net3645,9.32
net3765,9.32
net3978,9.32
_02609_,9.3
_04762_,9.3
_13137_,9.3
_14453_,9.3
net2236,9.3
net2262,9.3
net2637,9.3
net3883,9.3
net4074,9.3
net4351,9.3
net4450,9.3
net2554,9.285
net2989,9.285
_05252_,9.28
_05306_,9.28
_08188_,9.28
_08772_,9.28
_13342_,9.28
_13386_,9.28
_15355_,9.28
_17124_,9.28
_17677_,9.28
_18379_,9.28
_19324_,9.28
core.data_in\[125\],9.28
net4595,9.28
_00024_,9.275
_00048_,9.26
_02701_,9.26
_02767_,9.26
_05325_,9.26
_05913_,9.26
_11025_,9.26
_12007_,9.26
_16095_,9.26
_17328_,9.26
_17693_,9.26
net2341,9.26
net3460,9.26
net3567,9.26
net3841,9.26
net4191,9.26
net4382,9.26
_07656_,9.25
_11207_,9.24
_12008_,9.24
_14016_,9.24
_14601_,9.24
_14781_,9.24
_16200_,9.24
core.data_in\[70\],9.24
core.data_out\[187\],9.24
_02461_,9.225
net207,9.225
net1195,9.225
net1354,9.225
net1360,9.225
net1775,9.225
net2651,9.225
net2892,9.225
net2983,9.225
net3095,9.225
_00183_,9.22
_06355_,9.22
_06583_,9.22
_09109_,9.22
_15602_,9.22
net4275,9.22
_13720_,9.21
_02098_,9.2
_02165_,9.2
_02249_,9.2
_02516_,9.2
_03526_,9.2
_04308_,9.2
_04425_,9.2
_04955_,9.2
_06029_,9.2
_08093_,9.2
_10787_,9.2
_11958_,9.2
_15195_,9.2
_15353_,9.2
_15778_,9.2
_17409_,9.2
_17643_,9.2
_18780_,9.2
net4137,9.2
net4314,9.2
_19703_,9.195
_00965_,9.185
_01819_,9.185
net1172,9.185
net1873,9.185
net3473,9.185
_05989_,9.18
_06243_,9.18
_06598_,9.18
_10065_,9.18
net3728,9.18
net3734,9.18
net4010,9.18
_03296_,9.165
net3001,9.165
_07540_,9.16
_08562_,9.16
_09130_,9.16
_09980_,9.16
_11654_,9.16
_14529_,9.16
_14551_,9.16
_15556_,9.16
_17648_,9.16
_17681_,9.16
_17923_,9.16
net3360,9.16
net1665,9.155
_10426_,9.14
net3119,9.14
net3784,9.14
net4211,9.14
_01028_,9.125
_01084_,9.125
_01357_,9.125
_07730_,9.12
_08501_,9.12
_08519_,9.12
_14955_,9.12
_15035_,9.12
_16709_,9.12
net540,9.12
net3044,9.12
_14058_,9.115
_00889_,9.105
_02043_,9.105
net879,9.105
net1093,9.105
net1175,9.105
net1358,9.105
net1771,9.105
net1989,9.105
net2688,9.105
net2886,9.105
_00561_,9.1
_09214_,9.1
net3423,9.1
_00077_,9.085
_00151_,9.085
_02376_,9.08
_04144_,9.08
_04153_,9.08
_04261_,9.08
_04695_,9.08
_04737_,9.08
_04901_,9.08
_06618_,9.08
_06881_,9.08
_11758_,9.08
_12069_,9.08
_13659_,9.08
_15924_,9.08
_16913_,9.08
_17562_,9.08
net2644,9.08
net2986,9.08
net3786,9.08
net4344,9.08
_02182_,9.065
_03293_,9.065
net2776,9.065
_01394_,9.06
_02626_,9.06
_02650_,9.06
_02688_,9.06
_02736_,9.06
_03090_,9.06
_03211_,9.06
_03361_,9.06
_04118_,9.06
_05104_,9.06
_08006_,9.06
_08276_,9.06
_09246_,9.06
_11836_,9.06
_12604_,9.06
_13231_,9.06
_14181_,9.06
_14633_,9.06
_15033_,9.06
_15504_,9.06
_15610_,9.06
_16898_,9.06
_18620_,9.06
_18704_,9.06
core.data_in\[139\],9.06
core.data_out\[491\],9.06
core.data_out\[69\],9.06
core.data_out\[7\],9.06
net602,9.06
net1934,9.06
net2455,9.06
net3196,9.06
net3973,9.06
net4173,9.06
_03051_,9.04
_07473_,9.04
_09000_,9.04
_10460_,9.04
_10461_,9.04
_14285_,9.04
_14415_,9.04
_14517_,9.04
_15645_,9.04
_16121_,9.04
_16696_,9.04
_16797_,9.04
_17720_,9.04
_18374_,9.04
core.data_in\[318\],9.04
core.data_out\[498\],9.04
_18301_,9.035
_00922_,9.02
_01289_,9.02
_02178_,9.02
_02312_,9.02
_02502_,9.02
_02836_,9.02
_02979_,9.02
_03009_,9.02
_03045_,9.02
_03256_,9.02
_03273_,9.02
_03506_,9.02
_04513_,9.02
_04778_,9.02
_05765_,9.02
_05983_,9.02
_06648_,9.02
_06673_,9.02
_06846_,9.02
_06869_,9.02
_08494_,9.02
_08913_,9.02
_09300_,9.02
_09839_,9.02
_10156_,9.02
_11988_,9.02
_12071_,9.02
_12437_,9.02
_12625_,9.02
_13247_,9.02
_13592_,9.02
_13824_,9.02
_13965_,9.02
_14314_,9.02
_14827_,9.02
_14936_,9.02
_14985_,9.02
_15881_,9.02
_15885_,9.02
_16301_,9.02
_16449_,9.02
_16478_,9.02
_16968_,9.02
_16980_,9.02
_17027_,9.02
_18544_,9.02
_18731_,9.02
core.data_in_reg\[77\],9.02
core.data_out\[113\],9.02
core.data_out\[197\],9.02
write_data[0],9.02
write_data[8],9.02
net1803,9.02
net4466,9.02
_00886_,9.005
_00895_,9.005
_01106_,9.005
_01339_,9.005
_02046_,9.005
_03052_,9
_04137_,9
_07708_,9
_08955_,9
_10364_,9
_16520_,9
_17989_,9
_17670_,8.99
_01012_,8.985
_01160_,8.985
_01725_,8.985
_03602_,8.985
net442,8.985
net574,8.985
net877,8.985
net907,8.985
net935,8.985
net1675,8.985
net1897,8.985
net2103,8.985
net2427,8.985
_01242_,8.98
_01479_,8.98
_02292_,8.98
_03171_,8.98
_05699_,8.98
_06715_,8.98
_06909_,8.98
_09651_,8.98
_11005_,8.98
_13073_,8.98
_13104_,8.98
_13626_,8.98
_13991_,8.98
_14585_,8.98
_14721_,8.98
_14783_,8.98
_15116_,8.98
_15125_,8.98
_15508_,8.98
_16387_,8.98
_16609_,8.98
_16971_,8.98
_17401_,8.98
_17523_,8.98
_18026_,8.98
_19392_,8.98
core.data_in\[286\],8.98
net980,8.98
net3515,8.98
net3881,8.98
_10827_,8.975
_00049_,8.96
_00379_,8.96
_01519_,8.96
_02196_,8.96
_02893_,8.96
_10215_,8.96
_12646_,8.96
_17007_,8.96
_17390_,8.96
read_data[10],8.96
read_data[15],8.96
read_data[22],8.96
read_data[31],8.96
read_data[5],8.96
net3021,8.96
net3575,8.96
_00002_,8.945
_00110_,8.945
_00212_,8.945
_00731_,8.945
_00938_,8.945
_00958_,8.945
_02003_,8.945
_02072_,8.945
_02355_,8.945
net356,8.945
net1393,8.945
net1996,8.945
_01250_,8.94
_02198_,8.94
_03206_,8.94
_03255_,8.94
_03397_,8.94
_03689_,8.94
_03718_,8.94
_04854_,8.94
_05009_,8.94
_05334_,8.94
_05412_,8.94
_06834_,8.94
_07601_,8.94
_08963_,8.94
_09356_,8.94
_11390_,8.94
_12176_,8.94
_12584_,8.94
_13452_,8.94
_13821_,8.94
_14182_,8.94
_14288_,8.94
_14622_,8.94
_14942_,8.94
_15349_,8.94
_15640_,8.94
_17349_,8.94
_17360_,8.94
_18312_,8.94
_18633_,8.94
_18892_,8.94
_19117_,8.94
core.data_in\[217\],8.94
core.data_in\[463\],8.94
core.key5_reg\[22\],8.94
net210,8.94
net2850,8.94
net2909,8.94
net4753,8.94
_00029_,8.92
_01390_,8.92
_01490_,8.92
_05400_,8.92
_09793_,8.92
_10562_,8.92
_13949_,8.92
_15554_,8.92
_17547_,8.92
_00762_,8.905
_00803_,8.905
_01185_,8.905
_01574_,8.9
_03386_,8.9
_04347_,8.9
_04390_,8.9
_04915_,8.9
_04925_,8.9
_05538_,8.9
_06031_,8.9
_07061_,8.9
_08738_,8.9
_08934_,8.9
_09360_,8.9
_09437_,8.9
_09927_,8.9
_13968_,8.9
_14287_,8.9
_14880_,8.9
_14935_,8.9
_15216_,8.9
_15288_,8.9
_16105_,8.9
_16349_,8.9
_16559_,8.9
_16583_,8.9
_17014_,8.9
_17333_,8.9
_17558_,8.9
_17866_,8.9
_18049_,8.9
_18307_,8.9
_18777_,8.9
_18995_,8.9
_19303_,8.9
core.data_in\[55\],8.9
core.data_out\[185\],8.9
core.data_out\[377\],8.9
net1605,8.9
net3190,8.9
net3615,8.9
net3770,8.9
net4066,8.9
net4182,8.9
net4318,8.9
net4528,8.9
_01188_,8.885
_03312_,8.88
_05642_,8.88
_05756_,8.88
_08184_,8.88
_15795_,8.88
_19355_,8.88
core.data_out\[21\],8.88
_16505_,8.87
_00480_,8.865
_01781_,8.865
_02167_,8.865
_02367_,8.865
net955,8.865
net3710,8.865
_01249_,8.86
_01586_,8.86
_02518_,8.86
_03935_,8.86
_03944_,8.86
_04215_,8.86
_04405_,8.86
_05389_,8.86
_05517_,8.86
_05536_,8.86
_05629_,8.86
_05697_,8.86
_06830_,8.86
_06858_,8.86
_07478_,8.86
_12466_,8.86
_14038_,8.86
_14810_,8.86
_15736_,8.86
_15797_,8.86
_16040_,8.86
_16123_,8.86
_16245_,8.86
_16269_,8.86
_16917_,8.86
